iter	RMSE
169	0.5486066816
170	0.5481023769
171	0.5478091487
172	0.5472597272
173	0.5470800383
174	0.5467332529
175	0.5462869867
176	0.5459855125
177	0.545343236
178	0.5452184451
179	0.5449094493
180	0.5443021765
181	0.5437102483
182	0.5434875576
183	0.543272558
184	0.5427111744
185	0.5425715225
186	0.5422790483
187	0.542039808
188	0.5418797026
189	0.5415833264
190	0.5413632576
191	0.5407846743
192	0.5405548189
193	0.540241959
194	0.5397875492
195	0.53946857
196	0.5390854862
197	0.5388061448
198	0.5386152326
199	0.5385187914
200	0.5381215628
201	0.5376534483
202	0.536996872
203	0.5364997094
204	0.5361760923
205	0.5360087367
206	0.5358530845
207	0.5357165503
208	0.5354844682
209	0.5350971353
210	0.5346360555
211	0.5343553874
212	0.5341697693
213	0.5337921083
214	0.5336383795
215	0.5333376864
216	0.532829685
217	0.5325560663
218	0.5322252733
219	0.5321338881
220	0.5319684947
221	0.5317698116
222	0.5312212372
223	0.5311440402
224	0.5308905437
225	0.5303812492
226	0.5300659336
227	0.5300107966
228	0.5299701421
229	0.5297312699
230	0.5292535356
231	0.5286921595
232	0.5285394542
233	0.5282508574
234	0.5280480108
235	0.5279288693
236	0.5275926224
237	0.5274381306
238	0.5270954336
239	0.5269164054
240	0.5266582429
241	0.526579151
242	0.5261522987
243	0.5259808888
244	0.5256074397
245	0.525188078
246	0.524789469
247	0.5244699002
248	0.5239261672
249	0.5234436906
250	0.5232275418
251	0.5228690646
252	0.5224655925
253	0.5219665512
254	0.5218849573
255	0.5218130183
256	0.521638847
257	0.5214802949
258	0.5211873129
259	0.5211097546
260	0.5206650534
261	0.5202548533
262	0.5199871352
263	0.5194623536
264	0.5191518015
265	0.5187801629
266	0.518424343
267	0.5182287358
268	0.5179118417
269	0.5175191865
270	0.5170068085
271	0.5168577412
272	0.5166706347
273	0.516448652
274	0.516133008
275	0.5158766084
276	0.5156103301
277	0.5153384325
278	0.5151905788
279	0.5149732667
280	0.5147979376
281	0.5142574977
282	0.5138876342
283	0.5135745055
284	0.5132202036
285	0.5130222578
286	0.5129288732
287	0.5124113436
288	0.5122972696
289	0.512188806
290	0.5121021426
291	0.5118824116
292	0.5116720339
293	0.5113313386
294	0.5108614481
295	0.5107346163
296	0.510417116
297	0.510335062
298	0.5100969329
299	0.5098016362
300	0.5096977119
301	0.5094795266
302	0.5089499188
303	0.508644944
304	0.5084018949
305	0.5081625663
306	0.508052508
307	0.5077202404
308	0.5075988286
309	0.5070971309
310	0.5069895678
311	0.5068537666
312	0.5065811632
313	0.5063643326
314	0.5060812462
315	0.5058564752
316	0.5054217281
317	0.5050768001
318	0.5046786465
319	0.5044267416
320	0.5042595051
321	0.5041853593
322	0.5038597634
323	0.5035816968
324	0.5033280655
325	0.5030396299
326	0.5025741257
327	0.5022422465
328	0.5021854062
329	0.5018073803
330	0.5013925873
331	0.5012544548
332	0.5011796606
333	0.5007910141
334	0.5005953347
335	0.5004091073
336	0.5001925323
337	0.5001303177
338	0.4998355701
339	0.4994057021
340	0.4991252962
341	0.4990364753
342	0.4989520247
343	0.4987620207
344	0.4984624096
345	0.4980768243
346	0.4977361945
347	0.4974985998
348	0.4971966453
349	0.4969991249
350	0.496472425
351	0.4962792023
352	0.4961372972
353	0.4959516723
354	0.4957080892
355	0.4953316352
356	0.4947948551
357	0.4944954877
358	0.4942868308
359	0.4940316528
360	0.4939160318
361	0.4936180593
362	0.4934837234
363	0.4933872014
364	0.4931222546
365	0.492827417
366	0.4926636947
367	0.4923828461
368	0.4922227572
369	0.4921329043
370	0.4920981984
371	0.49185832
372	0.491396432
373	0.4908344964
374	0.4905334328
375	0.4900489729
376	0.4897897106
377	0.4895570979
378	0.4892704452
379	0.4891006548
380	0.4888427878
381	0.488671975
382	0.4884006323
383	0.4882587855
384	0.4880720547
385	0.4877931677
386	0.4877012311
387	0.4873373753
388	0.4871428879
389	0.4869300801
390	0.486855557
391	0.4866872154
392	0.4865006803
393	0.4862956579
394	0.4862266261
395	0.4859745796
396	0.4857925572
397	0.4854146254
398	0.4851829271
399	0.4849874519
400	0.4847633372
401	0.4845313566
402	0.4843610384
403	0.4842621943
404	0.4839995972
405	0.4838878054
406	0.4836451178
407	0.4833492883
408	0.4830165951
409	0.482812923
410	0.4825004715
411	0.4822882068
412	0.4819589084
413	0.48178032
414	0.4815582636
415	0.4813449828
416	0.4811765536
417	0.4810611854
418	0.4808216636
419	0.4805125281
420	0.4803691086
421	0.4802553735
422	0.4801556923
423	0.4800524388
424	0.4797129946
425	0.4795359338
426	0.4793175781
427	0.4791244614
428	0.4789797115
429	0.4788041376
430	0.4784722125
431	0.4782480014
432	0.4780755364
433	0.4777820209
434	0.4776601994
435	0.4774758777
436	0.4772626666
437	0.4769829216
438	0.4767931524
439	0.4766444845
440	0.47641695
441	0.4763276121
442	0.4761013351
443	0.4757811196
444	0.4754982855
445	0.4753817248
446	0.4750969915
447	0.4749475349
448	0.4746938761
449	0.4745385969
450	0.4744583466
451	0.474304833
452	0.4741630676
453	0.4738516931
454	0.4737436641
455	0.4735352304
456	0.4732884498
457	0.4730781443
458	0.4729736188
459	0.4728639763
460	0.4727174876
461	0.4725065577
462	0.4723887458
463	0.4719502085
464	0.4716078221
465	0.4712909344
466	0.4711111148
467	0.4708902518
468	0.4706085482
469	0.4702319114
470	0.4700684482
471	0.4697302177
472	0.4696142933
473	0.4693787777
474	0.4690684931
475	0.4688054874
476	0.468708328
477	0.4683457162
478	0.4682125002
479	0.4679210958
480	0.4675320709
481	0.4673849836
482	0.4672194476
483	0.4668736042
484	0.4665704318
485	0.4665066446
486	0.4663172088
487	0.46605045
488	0.4657949578
489	0.4653964145
490	0.4653050298
491	0.4649382075
492	0.4647855371
493	0.4646874656
494	0.4646541903
495	0.4642945222
496	0.4642672509
497	0.4641960618
498	0.4640938228
499	0.4638278273
500	0.4637229302
501	0.4634836773
502	0.4632923934
503	0.463047292
504	0.4628187554
505	0.4625419428
506	0.462434081
507	0.4622837971
508	0.4619639661
509	0.4618082885
510	0.461518803
511	0.4612066157
512	0.4609407448
513	0.4607335251
514	0.460454568
515	0.4603630686
516	0.460104085
517	0.4599853958
518	0.4596701903
519	0.4595440442
520	0.4594216168
521	0.4589849191
522	0.4587820308
523	0.4584579374
524	0.4582728877
525	0.4580271242
526	0.4577402494
527	0.4575028038
528	0.4572894156
529	0.457124477
530	0.4569586527
531	0.4566143966
532	0.4565514616
533	0.4565008707
534	0.4562441049
535	0.4559205633
536	0.4557795432
537	0.4553718573
538	0.4550864953
539	0.454973418
540	0.4549579119
541	0.4547450441
542	0.4545264758
543	0.454412878
544	0.4543529637
545	0.4541813237
546	0.4540747455
547	0.4538503823
548	0.4536949409
549	0.4533745163
550	0.4530914189
551	0.4529018517
552	0.4528416022
553	0.4527495291
554	0.4526273847
555	0.4523356757
556	0.4521409757
557	0.4518502278
558	0.4518188558
559	0.4514152656
560	0.4513433192
561	0.4511020266
562	0.4507669243
563	0.4506078097
564	0.4504521725
565	0.4502262591
566	0.4501386799
567	0.449913644
568	0.4497611669
569	0.4495476599
570	0.4493842199
571	0.4493260348
572	0.4491459451
573	0.4490511198
574	0.4489095812
575	0.4486119108
576	0.4485796197
577	0.4484058959
578	0.4482541303
579	0.4480850526
580	0.4479248531
581	0.4476293775
582	0.4473567763
583	0.4472627158
584	0.4470539612
585	0.4469135906
586	0.4467661406
587	0.4465068267
588	0.4461568747
589	0.4459788028
590	0.4457812089
591	0.4454170686
592	0.4452127901
593	0.4450382922
594	0.4448901494
595	0.4445342666
596	0.4444042769
597	0.4442194658
598	0.444117507
599	0.4438071792
600	0.4435704567
601	0.4433392911
602	0.4430767852
603	0.4430230226
604	0.4429228627
605	0.4427659615
606	0.442554411
607	0.4422529649
608	0.4420183294
609	0.4418742488
610	0.441740445
611	0.4413482648
612	0.4410518445
613	0.440811257
614	0.4405933784
615	0.4403745524
616	0.4401725991
617	0.4400302456
618	0.439844036
619	0.4396536945
620	0.4395191805
621	0.4394189101
622	0.439190263
623	0.4389725966
624	0.4387664613
625	0.4385994911
626	0.4383021083
627	0.4381184933
628	0.4379652764
629	0.4378565686
630	0.4377850817
631	0.4375811474
632	0.437364079
633	0.4371793552
634	0.4369439117
635	0.436682228
636	0.4366220197
637	0.4365693621
638	0.4362800211
639	0.4361254557
640	0.4358792761
641	0.4357821665
642	0.4354470596
643	0.4351106606
644	0.4348741963
645	0.4346778687
646	0.4344882625
647	0.4343524885
648	0.4342471133
649	0.4340943022
650	0.4337904443
651	0.4336036749
652	0.4334018209
653	0.43302785
654	0.4329440254
655	0.4329023734
656	0.4325868528
657	0.4324097859
658	0.4321087163
659	0.4319845316
660	0.4318911872
661	0.4317702085
662	0.4316798777
663	0.4315305192
664	0.4314429877
665	0.4311672828
666	0.4310016163
667	0.4309005447
668	0.4306872403
669	0.4305832727
670	0.4302579115
671	0.4302235523
672	0.4298111231
673	0.429524297
674	0.4293776475
675	0.4292604583
676	0.4291823352
677	0.4289653575
678	0.4287049962
679	0.4285822995
680	0.4283369065
681	0.4281655661
682	0.4279669394
683	0.4278344816
684	0.4276199074
685	0.4275823877
686	0.427473739
687	0.4271633627
688	0.4269014297
689	0.4267452413
690	0.4266829205
691	0.4264931634
692	0.4262281105
693	0.4261561739
694	0.426101324
695	0.4259289969
696	0.4257766626
697	0.4255333425
698	0.4254775221
699	0.4252269299
700	0.4251582955
701	0.4250384657
702	0.4249250589
703	0.4248385118
704	0.4247173441
705	0.4244590786
706	0.4242710169
707	0.4242230462
708	0.4239637103
709	0.4237305805
710	0.4235334041
711	0.4233257696
712	0.4231148645
713	0.4228531307
714	0.4227226919
715	0.4226211251
716	0.422400525
717	0.4220879312
718	0.4220404862
719	0.4217736257
720	0.4215318588
721	0.4211634313
722	0.4210565988
723	0.4209266472
724	0.4209160945
725	0.4206754077
726	0.4203289558
727	0.420035384
728	0.4195868711
729	0.4194322054
730	0.4193074075
731	0.4190349317
732	0.4188033943
733	0.418684014
734	0.4185907745
735	0.4185160436
736	0.4183833328
737	0.4181597781
738	0.4177361806
739	0.4175270213
740	0.4172698378
741	0.4169498395
742	0.4168484666
743	0.4166751485
744	0.4166468764
745	0.4165360793
746	0.4164499516
747	0.4162670342
748	0.416165641
749	0.415971339
750	0.4159103999
751	0.4156740552
752	0.4154979493
753	0.4153114811
754	0.4150654832
755	0.4148161093
756	0.4146951885
757	0.4145590528
758	0.4144500883
759	0.4142497727
760	0.4140466617
761	0.4138548127
762	0.4137573663
763	0.4135027156
764	0.4133324222
765	0.4130782056
766	0.4129288876
767	0.4126779421
768	0.412430461
769	0.4121787938
770	0.4121224639
771	0.4117609519
772	0.4115784715
773	0.4114171324
774	0.4110467246
775	0.4108366885
776	0.4107257184
777	0.4105757154
778	0.4104066891
779	0.4101912483
780	0.4101435583
781	0.4099849774
782	0.4098517793
783	0.4097804994
784	0.4095455315
785	0.4094650381
786	0.4093839264
787	0.4093312307
788	0.4089878768
789	0.4088990164
790	0.4088229077
791	0.4085007599
792	0.408422504
793	0.4082401728
794	0.4081971389
795	0.4079948424
796	0.4076261627
797	0.4075515623
798	0.4073637118
799	0.4072214004
800	0.4069884309
801	0.4067474741
802	0.4066125833
803	0.4065682722
804	0.4064754889
805	0.4062020024
806	0.4059707773
807	0.4057685732
808	0.4056495785
809	0.4054025524
810	0.4052833054
811	0.405146736
812	0.40496168
813	0.4049252344
814	0.4048222077
815	0.4045978694
816	0.4043085724
817	0.4041923269
818	0.4041036797
819	0.4039601504
820	0.4038305017
821	0.4035678994
822	0.4034632616
823	0.4033980961
824	0.4033503969
825	0.4032580762
826	0.4030599606
827	0.4029768976
828	0.4028124703
829	0.4026848446
830	0.4024601648
831	0.4023784671
832	0.4021174071
833	0.402040078
834	0.4018743931
835	0.4016820416
836	0.4016115633
837	0.4013863314
838	0.4011315465
839	0.4008708029
840	0.4006886576
841	0.400555079
842	0.4004645707
843	0.4003373472
844	0.400176359
845	0.3999210231
846	0.399720295
847	0.3995133743
848	0.3992705213
849	0.3992085921
850	0.399105505
851	0.3990388744
852	0.3989003819
853	0.398823927
854	0.398720228
855	0.3985647085
856	0.3982485818
857	0.3979684322
858	0.3977148155
859	0.3975855762
860	0.3974646686
861	0.3973906173
862	0.397234404
863	0.3971564169
864	0.3969225737
865	0.3966690847
866	0.3964113314
867	0.3962205537
868	0.3961449735
869	0.3959413112
870	0.3956847816
871	0.3955500343
872	0.3954979699
873	0.3953580298
874	0.3952261253
875	0.394997608
876	0.3949488373
877	0.3947137702
878	0.3944282681
879	0.3941418148
880	0.3940339399
881	0.3938346151
882	0.3937308915
883	0.393553211
884	0.3933300486
885	0.3931898703
886	0.3929588765
887	0.3928434974
888	0.3926102542
889	0.3925587907
890	0.3923464507
891	0.3922172828
892	0.3920276281
893	0.3918496055
894	0.3917178993
895	0.3915676697
896	0.3914539178
897	0.3910884838
898	0.3909807618
899	0.3908363231
900	0.3907781966
901	0.390563272
902	0.390421901
903	0.3902746422
904	0.3901195142
905	0.3899139584
906	0.3898383202
907	0.3898316082
908	0.3897206825
909	0.3896365802
910	0.389346789
911	0.3893053066
912	0.38917968
913	0.389051561
914	0.388985282
915	0.3888963943
916	0.3888874944
917	0.3886756412
918	0.3885653194
919	0.3883305345
920	0.3880896882
921	0.3879200505
922	0.3877607225
923	0.3877396398
924	0.3875906039
925	0.3873654048
926	0.387152711
927	0.3870214895
928	0.3869783361
929	0.3868418244
930	0.3866266544
931	0.3863547789
932	0.3861889478
933	0.3861155933
934	0.3858936955
935	0.3858811192
936	0.385634479
937	0.385468975
938	0.3853192321
939	0.3852736155
940	0.3851952717
941	0.3850760457
942	0.384981003
943	0.3847525224
944	0.3846423546
945	0.384630559
946	0.3844344662
947	0.3843416511
948	0.3842526623
949	0.3841357772
950	0.3839835393
951	0.3838935967
952	0.3837440019
953	0.3836220484
954	0.3834987815
955	0.3834235477
956	0.3831680988
957	0.3830550997
958	0.3828927516
959	0.3827533727
960	0.3824933295
961	0.3823517084
962	0.3821693989
963	0.3819614156
964	0.3817507402
965	0.3816301755
966	0.3815588755
967	0.3812920183
968	0.3811589109
969	0.3810040351
970	0.3808147853
971	0.3806646312
972	0.3804502294
973	0.3803888398
974	0.3803009131
975	0.380138975
976	0.3798979106
977	0.3797056724
978	0.3796330065
979	0.3796139976
980	0.3794763685
981	0.3793467354
982	0.3792056253
983	0.3790747019
984	0.3790046869
985	0.3787368645
986	0.3785230722
987	0.378378473
988	0.378214619
989	0.3779699363
990	0.3777313102
991	0.3775858898
992	0.3773567487
993	0.3772252236
994	0.3771519631
995	0.3770801841
996	0.3769001788
997	0.3767376608
998	0.376703527
999	0.3764213055
